enrichr_GSEA,IGFBP4,ID2,ITGB3,FERMT2,WNT5A,ANPEP,PMP22,FBN1,CAPG,PLOD2,CDH11,COL7A1,MMP2
prerank_GSEA,ANPEP,WNT5A,THY1,GREM1,SPOCK1,SPARC,CDH2,ITGB3,GLIPR1,EDIL3,SCG2,FBN1,SNAI2,COL5A2,BDNF,FZD8,COL5A1,FBN2,FN1,PLOD2,CCN1,SERPINE2,SERPINE1,TNC,IGFBP4,CXCL1,LOX,COL8A2,TAGLN,EFEMP2,CCN2,GJA1,MEST,SLIT3,PMP22,PCOLCE2,CXCL8,SPP1,COL7A1,MATN3,CD59,DPYSL3,COL16A1,FSTL1,FERMT2,NNMT,LAMA3,CADM1,SERPINH1,TPM1,DST,SFRP1,COL6A3,DAB2,SAT1,GADD45A,TPM4,CALD1
MSigDB_Hallmark_2020,LUM,CADM1,DKK1,P3H1,COL1A2,SFRP4,COL1A1,MGP,VIM,MXRA5,MYL9,PFN2,PRSS2,LRP1,TAGLN,COL12A1,SERPINE1,SERPINE2,SFRP1,DPYSL3,ABI3BP,SPOCK1,CCN2,MEST,CCN1,GADD45B,FZD8,GADD45A,FERMT2,SLC6A8,SDC1,SNAI2,SPARC,OXTR,ENO2,MYLK,GJA1,LGALS1,ANPEP,SERPINH1,FUCA1,JUN,IL15,TNFRSF12A,MAGEE1,VEGFC,FN1,EMP3,RHOB,VEGFA,CRLF1,COL3A1,MMP14,GAS1,ID2,CALU,FOXC2,ELN,SDC4,TNFRSF11B,AREG,THY1,TIMP3,QSOX1,TIMP1,CAP2,IL32,ADAM12,BGN,COL4A1,COL4A2,FMOD,CD44,LRRC15,ECM1,ECM2,FSTL1,CAPG,FSTL3,COL11A1,CD59,TGFB1,PDGFRB,APLP1,PRRX1,TPM4,TFPI2,WNT5A,TPM2,VCAM1,CXCL12,COL5A2,PLOD1,COL5A1,FAP,FAS,COL5A3,TGFBI,PMP22,SCG2,PPIB,COL16A1,TNC,FBLN2,PLOD3,PVR,FBLN1,PLOD2,LOXL1,LOXL2,FBLN5,CDH6,COMP,NT5E,BASP1,CDH2,GPC1,FLNA,SLIT2,TPM1,MSX1,SLIT3,SPP1,IGFBP2,POSTN,IGFBP4,IGFBP3,INHBA,GEM,LOX,CDH11,COL6A3,COL6A2,MATN2,FBN1,FBN2,MATN3,COPA,NOTCH2,NTM,HTRA1,FGF2,SAT1,TGM2,EFEMP2,GLIPR1,RGS4,CALD1,PMEPA1,EDIL3,ITGA5,MMP1,MMP2,BDNF,GPX7,MMP3,ITGA2,TGFBR3,ACTA2,MFAP5,VCAN,DAB2,IL6,BMP1,COL7A1,MCM7,CXCL8,NNMT,LAMC1,TNFAIP3,CXCL1,LAMC2,NID2,CXCL6,PDLIM4,DST,PCOLCE,PLAUR,DCN,PTHLH,SNTB1,GREM1,COL8A2,PCOLCE2,PTX3,ITGB1,LAMA3,WIPF1,ITGB5,LAMA2,ITGB3,LAMA1,THBS1,THBS2,SGCG,SGCD,SGCB,ITGAV,COLGALT1,CTHRC1
