,ensembl_gene_id,log2FoldChange,padj,-log10(padj),hgnc_symbol
18686,ENSG00000233757,-0.2033032153796639,0.5340333281285005,0.2724316385320531,ZNF892
18687,ENSG00000255362,-0.2286232090233179,0.5552970485059641,0.2554746348670331,LINC02761
18688,ENSG00000275896,0.0478550568763905,0.957665482929342,0.0187861655438366,PRSS2
18689,ENSG00000120071,0.0696858027628537,0.6410621936273405,0.1930998346950733,KANSL1
18690,ENSG00000139343,0.0343132276003649,0.8803990529090399,0.0553204333115554,SNRPF
18691,ENSG00000253785,-0.2088039081678773,0.3850207037937892,0.4145159164612635,
18692,ENSG00000203734,-0.3257869766501887,0.4613421890344051,0.3359768280125163,ECT2L
18693,ENSG00000231887,0.0369493021778775,0.8961561012990481,0.0476163340566872,PRH1
18694,ENSG00000260285,0.1245571421046285,0.641986569593334,0.1924740573088961,TRMT61A-DT
18695,ENSG00000228251,-0.1193144360633686,0.5788745467017566,0.2374155460801108,
18696,ENSG00000162066,0.2041803074302058,0.1889706032951045,0.7236057504282867,AMDHD2
18697,ENSG00000164825,-0.7183230590470782,0.151990319649895,0.818184071637544,DEFB1
18698,ENSG00000128694,0.1738326130852306,0.1479323826771141,0.8299367477164858,OSGEPL1
18699,ENSG00000228137,0.2840158428081796,0.2452840292660557,0.6103307283016642,
18700,ENSG00000165525,0.0074125852451469,0.9723508425704178,0.0121770051352113,NEMF
18701,ENSG00000164100,0.5305872862967274,0.2143869451984722,0.6688016639460795,NDST3
18702,ENSG00000275111,-0.022904829620779,0.8575420631574253,0.0667445682541382,ZNF2
18703,ENSG00000197057,0.1362093672304507,0.7681562779101961,0.1145504157372549,DTHD1
18704,ENSG00000166716,-0.1910643342618602,0.0767859617999428,1.114718171506181,ZNF592
18705,ENSG00000173578,-0.6399709724025329,0.0131420876940764,1.8813356391903653,XCR1
18706,ENSG00000158555,0.0446547577423429,0.8607047068032543,0.0651458220685072,GDPD5
18707,ENSG00000066651,0.126998551400038,0.3386576671593516,0.4702390875836649,TRMT11
18708,ENSG00000247982,0.1599501507611563,0.6276258019038978,0.2022992107285859,LINC00926
18709,ENSG00000188290,0.372050307003211,0.1131792012771956,0.946233375271962,HES4
18710,ENSG00000132423,0.2036398237170761,0.2208140009268317,0.6559733932051137,COQ3
18711,ENSG00000104267,-1.5303342778660705,1.5863472805094777e-08,7.799601731584064,CA2
18712,ENSG00000184992,0.0237578326293453,0.9224552902210574,0.0350546741454149,BRI3BP
18713,ENSG00000070182,1.4023570056905186,0.0001178691503727,3.9285998469492496,SPTB
18714,ENSG00000278916,0.5283304691486883,0.001994642441955,2.700134944289634,CEP83-DT
18715,ENSG00000089220,-0.3412902837043196,0.00426573698462,2.370005925644571,PEBP1
18716,ENSG00000258741,-0.1911451999847637,0.3380619050135525,0.4710037655682573,H2AZ2P1
18717,ENSG00000121775,0.0518756269027456,0.7200280423297147,0.1426505891355422,TMEM39B
18718,ENSG00000125848,-0.8614610476311055,0.0005948381477763,3.2256011873634427,FLRT3
18719,ENSG00000130706,0.0833812562534722,0.638186338910556,0.195052496600143,ADRM1
18720,ENSG00000178162,-0.1510479182177292,0.7928503046071469,0.1008088026193866,FAR2P2
18721,ENSG00000184470,-0.256100477700368,0.0803439937722937,1.0950465839790116,TXNRD2
18722,ENSG00000131375,-0.1554297502230098,0.2099565436618249,0.677870585270216,CAPN7
18723,ENSG00000197386,0.126642037259221,0.3361586552873892,0.4734557022133329,HTT
18724,ENSG00000213965,0.1574010346667259,0.2782907535652721,0.5555012232106601,NUDT19
18725,ENSG00000287656,-0.267012280698675,0.6178020178522132,0.2091506775485689,
18726,ENSG00000138780,0.2280219697205159,0.0766630050591835,1.1154141611442494,GSTCD
18727,ENSG00000198961,-0.10459141334101,0.4481270659700027,0.3485988247849364,PJA2
18728,ENSG00000007264,0.0443489226990162,0.8995936917168577,0.0459535986589984,MATK
18729,ENSG00000155719,-0.0705090142370779,0.8240849647398315,0.0840280094007192,OTOA
18730,ENSG00000184207,0.2296215137298686,0.0978073112268349,1.0096286799077845,PGP
18731,ENSG00000224424,0.2110911370412254,0.1464292242103791,0.8343722385324004,PRKAR2A-AS1
18732,ENSG00000101213,-0.5667477136853485,0.0374246067372125,1.4268427545856013,PTK6
18733,ENSG00000272523,0.1478201745828565,0.521379456700441,0.2828460848236252,LINC01023
18734,ENSG00000226833,0.1726398465280163,0.4803788889675579,0.3184160866279037,PPP1CB-DT
18735,ENSG00000287426,1.0710524327361135,0.0641479776501222,1.192817030781445,
18736,ENSG00000265798,-0.0520364334602029,0.8872582459147158,0.0519499557576384,
18737,ENSG00000288018,0.389234210846735,0.1642587152199921,0.7844715784102633,
